"Fecha/Hora";"Precipitacion (mm)";"Temperatura (ºC)";"Humedad (%)";"Dir. Del Viento (º)";"Int. del Viento (m/s)";"Radiación (w/m2)"
31/05/2019 16:00:00;0,00;12,60;80,30;152,30;3,30;0,00
31/05/2019 15:00:00;0,00;12,50;80,20;158,50;3,30;0,00
31/05/2019 14:00:00;0,00;12,70;80,00;168,40;2,70;0,00
31/05/2019 13:00:00;0,00;13,10;77,80;47,30;0,50;0,00
31/05/2019 12:00:00;0,00;12,00;83,30;117,30;1,30;0,00
31/05/2019 11:00:00;0,00;10,50;92,60;107,50;1,30;0,00
31/05/2019 10:00:00;0,00;9,60;96,10;115,30;0,70;0,00
31/05/2019 09:00:00;0,00;9,10;96,80;102,50;1,10;0,00
31/05/2019 08:00:00;0,00;8,90;96,20;115,70;1,70;0,00
31/05/2019 07:00:00;0,00;9,00;96,30;140,20;1,20;0,00
31/05/2019 06:00:00;0,00;9,10;96,70;108,20;0,10;0,00
31/05/2019 05:00:00;0,00;9,00;97,10;96,90;0,10;0,00
31/05/2019 04:00:00;0,00;8,90;97,40;122,30;1,50;0,00
31/05/2019 03:00:00;0,00;8,80;97,20;117,50;0,90;0,00
31/05/2019 02:00:00;0,00;8,80;96,60;110,90;0,80;0,00
31/05/2019 01:00:00;0,00;9,00;96,90;125,40;0,10;0,00
31/05/2019 00:00:00;0,00;8,90;97,10;111,50;0,20;0,00
30/05/2019 23:00:00;0,00;8,80;97,40;111,70;1,00;0,00
30/05/2019 22:00:00;0,00;8,80;97,30;88,20;0,90;0,00
30/05/2019 21:00:00;0,00;9,10;96,40;149,10;1,90;0,00
30/05/2019 20:00:00;0,00;9,50;95,20;145,80;1,80;0,00
30/05/2019 19:00:00;0,00;9,90;93,90;134,20;2,30;0,00
30/05/2019 18:00:00;0,00;10,50;90,60;142,90;2,50;0,00
30/05/2019 17:00:00;0,00;11,70;86,70;158,40;2,80;0,00
30/05/2019 16:00:00;0,00;13,30;79,80;146,60;2,90;0,00
30/05/2019 15:00:00;0,00;14,50;74,10;133,60;1,90;0,00
30/05/2019 14:00:00;0,00;14,20;76,10;159,50;2,00;0,00
30/05/2019 13:00:00;0,00;13,30;80,20;164,20;1,70;0,00
30/05/2019 12:00:00;0,00;12,40;86,50;156,10;0,80;0,00
30/05/2019 11:00:00;0,00;11,30;94,20;122,60;0,60;0,00
30/05/2019 10:00:00;0,00;10,60;96,20;118,90;1,00;0,00
30/05/2019 09:00:00;0,00;10,30;96,10;105,40;0,20;0,00
30/05/2019 08:00:00;0,00;10,20;95,70;144,70;0,40;0,00
30/05/2019 07:00:00;0,00;10,30;94,70;157,80;0,70;0,00
30/05/2019 06:00:00;0,00;10,60;90,70;169,70;1,20;0,00
30/05/2019 05:00:00;0,00;11,00;87,20;183,80;0,60;0,00
30/05/2019 04:00:00;0,00;11,10;85,60;82,80;0,50;0,00
30/05/2019 03:00:00;0,00;11,20;85,00;105,10;2,00;0,00
30/05/2019 02:00:00;0,00;10,90;87,10;128,10;2,10;0,00
30/05/2019 01:00:00;0,00;11,10;85,70;142,50;1,10;0,00
30/05/2019 00:00:00;0,00;11,10;85,20;106,70;1,60;0,00
29/05/2019 23:00:00;0,00;11,00;85,90;93,30;3,00;0,00
29/05/2019 22:00:00;0,00;10,70;87,60;92,90;3,70;0,00
29/05/2019 21:00:00;0,00;10,60;87,70;91,10;3,70;0,00
29/05/2019 20:00:00;0,00;10,80;87,00;103,00;4,30;0,00
29/05/2019 19:00:00;0,00;11,10;86,00;107,60;4,40;0,00
29/05/2019 18:00:00;0,00;11,80;82,00;92,40;3,40;0,00
29/05/2019 17:00:00;0,00;12,40;80,40;114,90;4,20;0,00
29/05/2019 16:00:00;0,00;13,80;70,50;107,20;4,20;0,00
29/05/2019 15:00:00;0,00;14,60;64,30;104,20;4,50;0,00
29/05/2019 14:00:00;0,00;15,00;64,10;107,40;4,40;0,00
29/05/2019 13:00:00;0,00;15,40;64,60;110,30;4,70;0,00
29/05/2019 12:00:00;0,00;14,50;69,90;95,60;2,90;0,00
29/05/2019 11:00:00;0,00;12,10;82,80;31,30;1,00;0,00
29/05/2019 10:00:00;0,00;10,80;87,30;357,80;2,60;0,00
29/05/2019 09:00:00;0,00;10,10;90,10;11,40;2,20;0,00
29/05/2019 08:00:00;0,00;10,00;90,70;106,70;2,60;0,00
29/05/2019 07:00:00;0,00;9,90;92,20;97,00;3,50;0,00
29/05/2019 06:00:00;0,00;9,80;94,80;100,00;3,50;0,00
29/05/2019 05:00:00;0,00;9,70;97,30;97,30;3,40;0,00
29/05/2019 04:00:00;0,00;9,20;98,20;113,90;3,20;0,00
29/05/2019 03:00:00;0,00;8,80;97,90;116,10;2,80;0,00
29/05/2019 02:00:00;0,00;8,60;97,60;119,00;2,50;0,00
29/05/2019 01:00:00;0,00;8,50;96,90;119,70;2,60;0,00
29/05/2019 00:00:00;0,00;8,60;96,60;106,40;1,80;0,00
28/05/2019 23:00:00;0,00;8,80;95,90;119,50;2,40;0,00
28/05/2019 22:00:00;0,00;9,10;93,90;117,40;3,00;0,00
28/05/2019 21:00:00;0,00;9,40;90,80;116,00;3,50;0,00
28/05/2019 20:00:00;0,00;10,90;75,40;117,70;3,20;0,00
28/05/2019 19:00:00;0,00;12,70;61,30;133,70;2,30;0,00
28/05/2019 18:00:00;0,00;14,20;56,40;36,60;0,50;0,00
28/05/2019 17:00:00;0,00;17,10;41,70;7,70;0,80;0,00
28/05/2019 16:00:00;0,00;18,30;36,90;358,00;1,50;0,00
28/05/2019 15:00:00;0,00;18,20;34,30;344,10;1,30;0,00
28/05/2019 14:00:00;0,00;17,70;34,50;352,90;0,90;0,00
28/05/2019 13:00:00;0,00;17,00;34,00;351,70;0,70;0,00
28/05/2019 12:00:00;0,00;15,90;42,50;341,90;0,70;0,00
28/05/2019 11:00:00;0,00;13,40;58,20;342,10;0,70;0,00
28/05/2019 10:00:00;0,00;9,10;72,30;23,60;0,80;0,00
28/05/2019 09:00:00;0,00;4,50;85,50;359,80;1,60;0,00
28/05/2019 08:00:00;0,00;1,10;91,20;332,60;2,70;0,00
28/05/2019 07:00:00;0,00;1,60;89,90;339,00;1,30;0,00
28/05/2019 06:00:00;0,00;2,50;89,00;336,90;2,50;0,00
28/05/2019 05:00:00;0,00;2,90;87,80;335,80;2,50;0,00
28/05/2019 04:00:00;0,00;3,00;89,30;339,30;2,70;0,00
28/05/2019 03:00:00;0,00;2,20;91,30;337,70;2,90;0,00
28/05/2019 02:00:00;0,00;1,80;91,70;322,80;1,30;0,00
28/05/2019 01:00:00;0,00;3,00;88,40;338,10;1,90;0,00
28/05/2019 00:00:00;0,00;3,40;91,60;353,70;2,00;0,00
27/05/2019 23:00:00;0,00;2,60;93,70;340,20;1,80;0,00
27/05/2019 22:00:00;0,00;3,40;91,90;345,10;0,50;0,00
27/05/2019 21:00:00;0,00;5,60;90,10;101,20;0,20;0,00
27/05/2019 20:00:00;0,00;7,80;83,60;133,00;0,40;0,00
27/05/2019 19:00:00;0,00;10,50;72,80;146,40;1,10;0,00
27/05/2019 18:00:00;0,00;12,10;62,40;162,50;1,40;0,00
27/05/2019 17:00:00;0,00;14,90;49,60;178,30;2,00;0,00
27/05/2019 16:00:00;0,00;16,00;43,20;142,60;1,50;0,00
27/05/2019 15:00:00;0,00;16,60;37,40;45,10;0,70;0,00
27/05/2019 14:00:00;0,00;15,50;42,40;131,90;1,30;0,00
27/05/2019 13:00:00;0,00;15,30;47,40;149,70;0,60;0,00
27/05/2019 12:00:00;0,50;14,10;50,10;342,10;0,30;0,00
27/05/2019 11:00:00;0,00;12,30;58,80;217,60;0,20;0,00
27/05/2019 10:00:00;0,00;8,40;71,40;31,40;0,10;0,00
27/05/2019 09:00:00;0,00;3,60;85,30;349,00;0,90;0,00
27/05/2019 08:00:00;0,00;0,80;91,20;332,80;2,50;0,00
27/05/2019 07:00:00;0,00;0,40;91,00;334,60;1,50;0,00
27/05/2019 06:00:00;0,00;0,40;91,90;340,40;2,20;0,00
27/05/2019 05:00:00;0,00;0,10;92,70;338,40;1,80;0,00
27/05/2019 04:00:00;0,00;0,80;91,90;337,20;1,80;0,00
27/05/2019 03:00:00;0,00;1,50;90,80;348,50;1,00;0,00
27/05/2019 02:00:00;0,00;2,00;90,20;333,00;1,90;0,00
27/05/2019 01:00:00;0,00;2,70;88,30;344,40;0,70;0,00
27/05/2019 00:00:00;0,00;3,80;85,20;342,30;1,10;0,00
26/05/2019 23:00:00;0,00;4,40;83,50;340,70;0,70;0,00
26/05/2019 22:00:00;0,00;4,90;80,90;343,50;0,80;0,00
26/05/2019 21:00:00;0,00;5,50;80,60;217,40;0,70;0,00
26/05/2019 20:00:00;0,00;6,40;79,50;228,00;0,30;0,00
26/05/2019 19:00:00;0,00;8,40;71,70;229,40;1,40;0,00
26/05/2019 18:00:00;0,00;13,20;51,20;256,40;0,80;0,00
26/05/2019 17:00:00;0,00;17,30;39,30;2,20;1,90;0,00
26/05/2019 16:00:00;0,00;18,70;38,70;269,50;1,80;0,00
26/05/2019 15:00:00;0,00;18,90;42,20;249,90;2,50;0,00
26/05/2019 14:00:00;0,00;18,50;48,50;312,80;0,50;0,00
26/05/2019 13:00:00;0,00;18,20;51,00;262,20;1,00;0,00
26/05/2019 12:00:00;0,00;17,20;55,80;7,50;2,10;0,00
26/05/2019 11:00:00;0,00;14,90;65,00;16,30;2,20;0,00
26/05/2019 10:00:00;0,00;11,60;74,70;41,70;1,00;0,00
26/05/2019 09:00:00;0,00;6,10;87,80;348,30;1,40;0,00
26/05/2019 08:00:00;0,00;3,40;90,50;332,50;2,60;0,00
26/05/2019 07:00:00;0,00;3,20;90,60;331,50;1,30;0,00
26/05/2019 06:00:00;0,00;3,50;90,40;344,30;0,50;0,00
26/05/2019 05:00:00;0,00;4,50;89,50;340,20;0,30;0,00
26/05/2019 04:00:00;0,00;5,30;87,60;308,40;0,30;0,00
26/05/2019 03:00:00;0,00;5,70;86,80;330,40;0,60;0,00
26/05/2019 02:00:00;0,00;6,00;86,10;337,50;1,00;0,00
26/05/2019 01:00:00;0,00;5,90;86,00;324,00;1,00;0,00
26/05/2019 00:00:00;0,00;6,10;85,50;321,10;1,00;0,00
25/05/2019 23:00:00;0,00;6,90;84,30;339,90;1,10;0,00
25/05/2019 22:00:00;0,00;6,80;84,60;301,10;0,10;0,00
25/05/2019 21:00:00;0,00;7,30;83,70;296,00;0,10;0,00
25/05/2019 20:00:00;0,00;9,10;75,90;144,40;0,00;0,00
25/05/2019 19:00:00;0,00;11,80;62,40;142,70;0,90;0,00
25/05/2019 18:00:00;0,00;14,40;51,70;139,40;0,90;0,00
25/05/2019 17:00:00;0,00;18,70;34,50;31,90;1,60;0,00
25/05/2019 16:00:00;0,00;20,60;28,80;23,50;3,40;0,00
25/05/2019 15:00:00;0,00;21,30;28,50;32,50;2,70;0,00
25/05/2019 14:00:00;0,00;21,10;27,30;38,60;3,10;0,00
25/05/2019 13:00:00;0,00;20,40;29,50;163,00;0,20;0,00
25/05/2019 12:00:00;0,00;15,60;43,00;182,90;0,20;0,00
25/05/2019 11:00:00;0,00;13,60;47,50;351,40;0,60;0,00
25/05/2019 10:00:00;0,00;10,80;61,80;354,00;0,50;0,00
25/05/2019 09:00:00;0,00;7,40;72,60;46,80;0,10;0,00
25/05/2019 08:00:00;0,00;6,10;73,50;59,00;0,80;0,00
25/05/2019 07:00:00;0,00;5,40;80,20;71,80;0,00;0,00
25/05/2019 06:00:00;0,00;6,00;73,20;230,40;0,50;0,00
25/05/2019 05:00:00;0,00;5,40;74,50;235,30;0,60;0,00
25/05/2019 04:00:00;0,00;7,80;60,50;347,10;0,70;0,00
25/05/2019 03:00:00;0,00;12,80;39,20;23,80;2,20;0,00
25/05/2019 02:00:00;0,00;6,80;69,50;338,10;1,60;0,00
25/05/2019 01:00:00;0,00;9,10;60,10;340,80;1,40;0,00
25/05/2019 00:00:00;0,00;7,90;64,90;332,90;3,30;0,00
24/05/2019 23:00:00;0,00;7,10;68,10;342,70;2,40;0,00
24/05/2019 22:00:00;0,00;7,00;64,10;331,90;2,00;0,00
24/05/2019 21:00:00;0,00;8,20;65,90;320,20;1,40;0,00
24/05/2019 20:00:00;0,00;8,10;80,80;333,80;0,70;0,00
24/05/2019 19:00:00;0,00;11,70;66,00;285,10;0,40;0,00
24/05/2019 18:00:00;0,00;13,60;63,90;306,00;0,50;0,00
24/05/2019 17:00:00;0,00;17,90;40,20;7,70;0,30;0,00
24/05/2019 16:00:00;0,00;21,40;23,90;329,60;0,70;0,00
24/05/2019 15:00:00;0,00;23,20;17,30;344,30;0,40;0,00
24/05/2019 14:00:00;0,00;22,50;19,10;356,70;0,50;0,00
24/05/2019 13:00:00;0,00;21,00;22,10;20,30;1,30;0,00
24/05/2019 12:00:00;0,00;20,90;23,80;18,40;1,00;0,00
24/05/2019 11:00:00;0,00;17,40;36,50;353,60;1,20;0,00
24/05/2019 10:00:00;0,00;12,60;50,10;9,20;1,20;0,00
24/05/2019 09:00:00;0,00;6,50;68,50;6,10;1,20;0,00
24/05/2019 08:00:00;0,00;1,70;83,40;337,10;1,00;0,00
24/05/2019 07:00:00;0,00;1,70;80,50;340,00;0,60;0,00
24/05/2019 06:00:00;0,00;3,40;74,50;342,80;1,90;0,00
24/05/2019 05:00:00;0,00;3,30;77,10;334,50;3,70;0,00
24/05/2019 04:00:00;0,00;3,40;79,60;337,40;3,20;0,00
24/05/2019 03:00:00;0,00;4,00;78,30;337,20;3,00;0,00
24/05/2019 02:00:00;0,00;4,40;79,00;342,10;2,20;0,00
24/05/2019 01:00:00;0,00;4,60;80,70;335,80;2,70;0,00
24/05/2019 00:00:00;0,00;5,20;81,10;342,70;2,00;0,00
23/05/2019 23:00:00;0,00;4,10;87,20;351,10;1,10;0,00
23/05/2019 22:00:00;0,00;5,20;82,20;342,30;1,70;0,00
23/05/2019 21:00:00;0,00;6,00;81,30;337,10;2,20;0,00
23/05/2019 20:00:00;0,00;6,90;77,30;330,80;2,20;0,00
23/05/2019 19:00:00;0,00;8,10;77,00;343,00;1,00;0,00
23/05/2019 18:00:00;0,00;12,20;57,10;307,40;0,90;0,00
23/05/2019 17:00:00;0,00;17,30;37,20;294,00;2,10;0,00
23/05/2019 16:00:00;0,00;18,80;34,00;331,10;2,00;0,00
23/05/2019 15:00:00;0,00;18,40;35,60;346,60;2,30;0,00
23/05/2019 14:00:00;0,00;17,40;41,50;357,90;2,60;0,00
23/05/2019 13:00:00;0,00;15,90;48,50;338,90;3,00;0,00
23/05/2019 12:00:00;0,00;14,40;51,30;343,40;3,00;0,00
23/05/2019 11:00:00;0,00;12,70;59,30;0,20;2,30;0,00
23/05/2019 10:00:00;0,00;9,70;72,50;23,20;2,30;0,00
23/05/2019 09:00:00;0,00;6,80;81,60;6,30;2,70;0,00
23/05/2019 08:00:00;0,00;4,60;87,20;359,20;2,00;0,00
23/05/2019 07:00:00;0,00;4,90;86,30;356,80;2,60;0,00
23/05/2019 06:00:00;0,00;4,90;86,90;353,20;3,20;0,00
23/05/2019 05:00:00;0,00;4,00;89,80;338,20;2,40;0,00
23/05/2019 04:00:00;0,00;3,20;92,20;358,50;1,90;0,00
23/05/2019 03:00:00;0,00;2,40;93,70;353,20;1,60;0,00
23/05/2019 02:00:00;0,00;2,60;94,60;334,20;1,20;0,00
23/05/2019 01:00:00;0,00;2,10;94,00;331,50;1,50;0,00
23/05/2019 00:00:00;0,00;2,90;92,90;317,90;0,60;0,00
22/05/2019 23:00:00;0,00;3,60;92,40;330,20;1,40;0,00
22/05/2019 22:00:00;0,00;4,30;91,40;347,90;0,60;0,00
22/05/2019 21:00:00;0,00;5,10;88,70;331,30;1,20;0,00
22/05/2019 20:00:00;0,00;6,60;86,50;330,00;0,80;0,00
22/05/2019 19:00:00;0,00;7,10;87,00;298,50;1,30;0,00
22/05/2019 18:00:00;0,00;8,50;78,00;220,90;0,00;0,00
22/05/2019 17:00:00;0,00;10,30;69,30;243,30;0,30;0,00
22/05/2019 16:00:00;0,00;10,50;67,30;276,90;1,10;0,00
22/05/2019 15:00:00;0,00;10,40;69,20;256,40;1,40;0,00
22/05/2019 14:00:00;0,00;10,20;65,90;310,20;0,30;0,00
22/05/2019 13:00:00;0,00;8,90;74,20;302,80;0,80;0,00
22/05/2019 12:00:00;0,00;8,00;81,30;312,50;1,20;0,00
22/05/2019 11:00:00;0,10;7,10;87,00;338,70;0,50;0,00
22/05/2019 10:00:00;0,00;6,40;91,70;332,80;0,10;0,00
22/05/2019 09:00:00;0,00;5,80;94,70;272,00;0,10;0,00
22/05/2019 08:00:00;0,00;5,50;95,10;275,00;0,10;0,00
22/05/2019 07:00:00;0,00;5,40;94,90;242,90;0,00;0,00
22/05/2019 06:00:00;0,60;5,50;94,50;224,90;0,10;0,00
22/05/2019 05:00:00;0,00;5,70;93,80;201,80;0,50;0,00
22/05/2019 04:00:00;0,00;5,90;93,90;196,10;1,10;0,00
22/05/2019 03:00:00;0,10;6,00;93,90;194,90;1,40;0,00
22/05/2019 02:00:00;0,20;6,20;93,40;174,70;1,20;0,00
22/05/2019 01:00:00;0,50;6,60;92,20;181,30;1,10;0,00
22/05/2019 00:00:00;0,00;6,70;91,90;186,80;1,40;0,00
21/05/2019 23:00:00;0,00;6,90;91,70;195,60;2,30;0,00
21/05/2019 22:00:00;0,00;6,80;93,00;210,20;2,40;0,00
21/05/2019 21:00:00;0,00;6,60;93,00;220,60;1,90;0,00
21/05/2019 20:00:00;0,00;6,70;93,90;234,90;1,80;0,00
21/05/2019 19:00:00;0,00;7,00;94,90;213,00;2,50;0,00
21/05/2019 18:00:00;0,10;7,00;94,20;190,00;4,40;0,00
21/05/2019 17:00:00;0,30;7,40;93,30;205,40;3,40;0,00
21/05/2019 16:00:00;0,20;7,50;93,50;205,40;3,40;0,00
21/05/2019 15:00:00;0,60;7,50;91,40;199,00;3,10;0,00
21/05/2019 14:00:00;0,40;7,60;91,00;182,90;3,00;0,00
21/05/2019 13:00:00;0,00;7,70;88,50;185,30;3,50;0,00
21/05/2019 12:00:00;0,20;7,20;91,20;182,30;3,90;0,00
21/05/2019 11:00:00;0,20;7,00;94,30;179,10;4,10;0,00
21/05/2019 10:00:00;0,50;6,80;95,00;159,00;3,00;0,00
21/05/2019 09:00:00;0,20;6,60;94,60;168,30;3,10;0,00
21/05/2019 08:00:00;0,10;6,50;95,00;177,10;4,10;0,00
21/05/2019 07:00:00;0,10;6,60;94,70;175,70;3,80;0,00
21/05/2019 06:00:00;0,10;6,70;94,20;179,10;3,70;0,00
21/05/2019 05:00:00;0,00;6,70;93,40;182,50;3,20;0,00
21/05/2019 04:00:00;0,00;6,70;94,30;182,90;2,80;0,00
21/05/2019 03:00:00;0,10;6,50;93,50;174,90;1,40;0,00
21/05/2019 02:00:00;0,10;6,60;93,20;146,70;2,60;0,00
21/05/2019 01:00:00;2,10;6,80;94,60;141,80;2,70;0,00
21/05/2019 00:00:00;2,90;7,00;93,70;163,20;1,80;0,00
20/05/2019 23:00:00;0,00;7,10;92,40;154,00;2,80;0,00
20/05/2019 22:00:00;0,00;7,20;91,30;146,20;2,90;0,00
20/05/2019 21:00:00;0,00;7,40;91,00;155,50;3,10;0,00
20/05/2019 20:00:00;0,00;7,60;90,60;154,30;4,50;0,00
20/05/2019 19:00:00;0,00;7,70;92,70;164,10;4,50;0,00
20/05/2019 18:00:00;0,10;7,80;95,20;164,70;4,30;0,00
20/05/2019 17:00:00;0,20;7,70;96,10;158,80;4,60;0,00
20/05/2019 16:00:00;0,60;8,40;96,10;167,10;4,40;0,00
20/05/2019 15:00:00;0,40;9,30;95,60;160,40;4,20;0,00
20/05/2019 14:00:00;0,30;10,20;95,60;157,40;4,20;0,00
20/05/2019 13:00:00;0,10;10,50;94,90;148,70;4,00;0,00
20/05/2019 12:00:00;0,00;11,00;90,20;142,00;3,60;0,00
20/05/2019 11:00:00;0,00;11,70;79,40;126,90;0,80;0,00
20/05/2019 10:00:00;0,00;10,50;77,80;141,50;2,60;0,00
20/05/2019 09:00:00;0,00;9,70;74,60;161,50;1,20;0,00
20/05/2019 08:00:00;0,00;9,10;75,30;175,00;1,70;0,00
20/05/2019 07:00:00;0,00;8,60;79,70;208,80;1,10;0,00
20/05/2019 06:00:00;0,00;8,50;80,30;250,80;0,90;0,00
20/05/2019 05:00:00;0,00;8,50;80,60;208,40;0,40;0,00
20/05/2019 04:00:00;0,00;9,00;78,90;227,80;0,10;0,00
20/05/2019 03:00:00;0,00;9,60;76,90;118,10;0,10;0,00
20/05/2019 02:00:00;0,00;10,20;72,10;25,80;0,00;0,00
20/05/2019 01:00:00;0,00;10,70;68,30;327,20;0,30;0,00
20/05/2019 00:00:00;0,00;11,20;65,10;342,30;0,40;0,00
19/05/2019 23:00:00;0,00;11,80;59,10;73,50;0,30;0,00
19/05/2019 22:00:00;0,00;12,60;51,90;90,40;1,10;0,00
19/05/2019 21:00:00;0,00;13,10;49,10;91,70;2,30;0,00
19/05/2019 20:00:00;0,00;13,50;47,40;98,30;2,30;0,00
19/05/2019 19:00:00;0,00;14,60;43,20;103,40;2,90;0,00
19/05/2019 18:00:00;0,00;15,70;40,70;110,20;2,90;0,00
19/05/2019 17:00:00;0,00;16,70;37,80;124,20;3,50;0,00
19/05/2019 16:00:00;0,00;17,60;34,30;114,40;3,60;0,00
19/05/2019 15:00:00;0,00;17,90;33,50;129,10;4,10;0,00
19/05/2019 14:00:00;0,00;17,80;33,30;119,10;4,30;0,00
19/05/2019 13:00:00;0,00;17,40;34,20;109,20;3,80;0,00
19/05/2019 12:00:00;0,00;16,90;35,60;109,50;3,30;0,00
19/05/2019 11:00:00;0,00;14,80;44,40;24,30;1,40;0,00
19/05/2019 10:00:00;0,00;12,10;50,60;345,30;0,90;0,00
19/05/2019 09:00:00;0,00;5,20;83,10;350,90;0,50;0,00
19/05/2019 08:00:00;0,00;0,90;93,00;333,40;1,40;0,00
19/05/2019 07:00:00;0,00;0,60;92,50;325,80;0,80;0,00
19/05/2019 06:00:00;0,00;1,00;92,10;336,40;2,40;0,00
19/05/2019 05:00:00;0,00;1,50;90,90;338,30;1,90;0,00
19/05/2019 04:00:00;0,00;2,10;89,40;339,30;1,80;0,00
19/05/2019 03:00:00;0,00;3,00;88,80;343,10;1,80;0,00
19/05/2019 02:00:00;0,00;2,90;88,40;333,40;2,50;0,00
19/05/2019 01:00:00;0,00;2,90;89,10;338,70;2,00;0,00
19/05/2019 00:00:00;0,00;3,00;88,90;337,00;2,50;0,00
18/05/2019 23:00:00;0,00;3,40;88,10;332,50;2,00;0,00
18/05/2019 22:00:00;0,00;4,50;87,80;30,20;0,90;0,00
18/05/2019 21:00:00;0,00;5,70;87,30;40,80;1,10;0,00
18/05/2019 20:00:00;0,00;6,70;84,20;114,80;0,30;0,00
18/05/2019 19:00:00;0,00;10,30;71,30;149,80;0,40;0,00
18/05/2019 18:00:00;0,00;13,20;59,20;174,90;1,70;0,00
18/05/2019 17:00:00;0,00;15,60;48,90;198,40;3,00;0,00
18/05/2019 16:00:00;0,00;16,10;40,00;214,70;1,00;0,00
18/05/2019 15:00:00;0,00;16,70;35,00;162,20;1,60;0,00
18/05/2019 14:00:00;0,00;17,30;31,70;167,30;2,10;0,00
18/05/2019 13:00:00;0,00;16,80;30,30;154,70;2,30;0,00
18/05/2019 12:00:00;0,00;15,60;37,30;198,10;2,90;0,00
18/05/2019 11:00:00;0,00;13,30;45,00;202,70;3,10;0,00
18/05/2019 10:00:00;0,00;12,30;51,50;213,80;3,30;0,00
18/05/2019 09:00:00;0,00;12,40;52,70;220,60;3,90;0,00
18/05/2019 08:00:00;0,00;12,70;54,20;213,80;5,40;0,00
18/05/2019 07:00:00;0,00;13,10;66,20;227,50;4,10;0,00
18/05/2019 06:00:00;0,00;14,10;80,40;256,50;1,90;0,00
18/05/2019 05:00:00;0,00;13,10;91,10;280,40;1,10;0,00
18/05/2019 04:00:00;0,00;11,70;92,40;317,00;1,40;0,00
18/05/2019 03:00:00;0,00;11,30;90,90;314,50;1,60;0,00
18/05/2019 02:00:00;0,00;11,60;89,70;323,00;2,00;0,00
18/05/2019 01:00:00;0,00;11,40;89,80;330,40;2,10;0,00
18/05/2019 00:00:00;0,00;10,60;90,80;327,60;1,80;0,00
17/05/2019 23:00:00;0,00;9,40;91,20;329,70;1,80;0,00
17/05/2019 22:00:00;0,00;9,80;89,70;308,10;1,00;0,00
17/05/2019 21:00:00;0,00;11,20;85,40;227,50;0,70;0,00
17/05/2019 20:00:00;0,00;13,40;75,90;231,20;0,90;0,00
17/05/2019 19:00:00;0,00;16,50;64,00;256,30;0,50;0,00
17/05/2019 18:00:00;0,00;19,90;49,80;264,40;0,50;0,00
17/05/2019 17:00:00;0,00;23,30;36,20;34,30;3,00;0,00
17/05/2019 16:00:00;0,00;24,10;34,40;25,70;3,50;0,00
17/05/2019 15:00:00;0,00;24,50;34,00;31,10;4,30;0,00
17/05/2019 14:00:00;0,00;23,60;38,50;35,40;4,70;0,00
17/05/2019 13:00:00;0,00;22,70;40,80;18,20;5,90;0,00
17/05/2019 12:00:00;0,00;21,50;45,20;19,80;6,80;0,00
17/05/2019 11:00:00;0,00;20,40;49,40;17,40;7,30;0,00
17/05/2019 10:00:00;0,00;18,60;55,80;25,40;5,70;0,00
17/05/2019 09:00:00;0,00;17,60;59,10;30,80;4,60;0,00
17/05/2019 08:00:00;0,00;16,60;62,20;42,50;3,80;0,00
17/05/2019 07:00:00;0,00;16,40;62,70;42,30;3,30;0,00
17/05/2019 06:00:00;0,00;16,80;61,40;36,80;5,00;0,00
17/05/2019 05:00:00;0,00;16,50;62,70;41,00;4,30;0,00
17/05/2019 04:00:00;0,00;15,90;64,10;37,40;3,30;0,00
17/05/2019 03:00:00;0,00;15,00;68,00;40,30;3,50;0,00
17/05/2019 02:00:00;0,00;15,20;68,30;36,50;3,00;0,00
17/05/2019 01:00:00;0,00;14,20;69,80;42,90;2,90;0,00
17/05/2019 00:00:00;0,00;12,20;77,80;26,60;1,50;0,00
16/05/2019 23:00:00;0,00;12,60;78,20;57,10;2,20;0,00
16/05/2019 22:00:00;0,00;12,40;81,40;86,80;1,50;0,00
16/05/2019 21:00:00;0,00;12,80;78,70;46,70;0,90;0,00
16/05/2019 20:00:00;0,00;13,60;74,30;37,30;0,80;0,00
16/05/2019 19:00:00;0,00;16,00;64,00;42,30;1,50;0,00
16/05/2019 18:00:00;0,00;17,90;55,10;41,50;2,70;0,00
16/05/2019 17:00:00;0,00;20,10;46,30;55,80;3,50;0,00
16/05/2019 16:00:00;0,00;22,10;40,10;53,50;4,40;0,00
16/05/2019 15:00:00;0,00;22,50;39,10;18,50;4,30;0,00
16/05/2019 14:00:00;0,00;22,30;41,80;24,70;4,50;0,00
16/05/2019 13:00:00;0,00;20,90;47,00;14,70;6,00;0,00
16/05/2019 12:00:00;0,00;19,50;49,60;19,10;6,00;0,00
16/05/2019 11:00:00;0,00;19,20;47,70;22,00;6,50;0,00
16/05/2019 10:00:00;0,00;18,00;48,20;22,60;5,70;0,00
16/05/2019 09:00:00;0,00;12,20;67,20;25,60;1,30;0,00
16/05/2019 08:00:00;0,00;8,60;78,90;71,90;0,50;0,00
16/05/2019 07:00:00;0,00;12,00;62,50;58,30;1,80;0,00
16/05/2019 06:00:00;0,00;11,80;66,90;40,10;2,00;0,00
16/05/2019 05:00:00;0,00;11,60;72,00;28,70;2,30;0,00
16/05/2019 04:00:00;0,00;10,70;76,00;21,40;1,10;0,00
16/05/2019 03:00:00;0,00;12,80;68,20;7,50;2,20;0,00
16/05/2019 02:00:00;0,00;11,70;72,00;28,70;2,20;0,00
16/05/2019 01:00:00;0,00;7,70;83,80;68,80;1,30;0,00
