"Fecha/Hora";"Precipitacion (mm)";"Temperatura (ºC)";"Humedad (%)";"Dir. Del Viento (º)";"Int. del Viento (m/s)";"Radiación (w/m2)"
12/08/2025 23:00:00;0,00;10,60;58,50;141,50;1,90;0,00
12/08/2025 22:00:00;0,00;12,20;54,10;159,20;2,20;0,00
12/08/2025 21:00:00;0,00;14,00;49,40;154,00;3,30;0,00
12/08/2025 20:00:00;0,00;15,70;44,80;150,00;3,90;0,00
12/08/2025 19:00:00;0,00;18,00;38,30;149,60;3,70;0,20
12/08/2025 18:00:00;0,00;20,20;33,00;150,40;4,20;29,20
12/08/2025 17:00:00;0,00;21,90;30,40;148,20;3,90;154,70
12/08/2025 16:00:00;0,00;24,30;27,70;166,80;5,70;411,20
12/08/2025 15:00:00;0,00;27,50;19,90;189,10;2,80;594,20
12/08/2025 14:00:00;0,00;27,10;19,60;238,40;1,80;685,60
12/08/2025 13:00:00;0,00;26,00;22,60;315,20;4,30;719,30
12/08/2025 12:00:00;0,00;24,60;23,80;331,10;5,60;635,20
12/08/2025 11:00:00;0,00;22,40;28,10;338,90;4,80;447,10
12/08/2025 10:00:00;0,00;20,30;30,20;338,40;5,20;317,50
12/08/2025 09:00:00;0,00;18,00;32,80;359,80;3,10;160,90
12/08/2025 08:00:00;0,00;16,50;34,20;7,40;2,20;28,80
12/08/2025 07:00:00;0,00;16,20;34,20;5,50;2,60;0,10
12/08/2025 06:00:00;0,00;16,50;33,70;12,30;4,20;0,00
12/08/2025 05:00:00;0,00;16,40;34,40;5,60;2,80;0,00
12/08/2025 04:00:00;0,00;16,40;34,50;35,30;2,70;0,00
12/08/2025 03:00:00;0,00;16,50;32,60;19,50;2,70;0,00
12/08/2025 02:00:00;0,00;16,20;34,30;14,40;3,00;0,00
12/08/2025 01:00:00;0,00;12,60;42,70;3,40;0,90;0,00
12/08/2025 00:00:00;0,00;11,50;43,90;351,30;1,00;0,00
11/08/2025 23:00:00;0,00;12,30;40,70;337,70;1,70;0,00
11/08/2025 22:00:00;0,00;14,90;34,80;340,00;2,30;0,00
11/08/2025 21:00:00;0,00;16,90;30,50;352,80;2,10;0,00
11/08/2025 20:00:00;0,00;13,60;39,50;351,20;1,20;0,00
11/08/2025 19:00:00;0,00;17,80;31,30;49,50;0,90;0,20
11/08/2025 18:00:00;0,00;21,60;25,10;60,50;2,70;37,20
11/08/2025 17:00:00;0,00;24,60;21,40;79,30;1,60;201,00
11/08/2025 16:00:00;0,00;25,50;20,40;43,90;0,50;361,00
11/08/2025 15:00:00;0,00;25,30;20,80;349,10;1,70;522,80
11/08/2025 14:00:00;0,00;24,60;21,40;3,50;1,70;659,10
11/08/2025 13:00:00;0,00;23,40;23,00;330,60;2,40;682,30
11/08/2025 12:00:00;0,00;23,00;23,60;346,90;2,30;709,10
11/08/2025 09:00:00;0,00;8,40;56,30;337,60;1,30;166,30
11/08/2025 08:00:00;0,00;4,50;67,30;342,30;0,40;33,90
11/08/2025 07:00:00;0,00;5,80;62,50;353,20;1,90;0,30
11/08/2025 06:00:00;0,00;6,40;60,80;340,40;2,40;0,00
11/08/2025 05:00:00;0,00;5,80;61,40;336,50;2,40;0,00
11/08/2025 04:00:00;0,00;8,10;53,20;347,30;2,10;0,00
11/08/2025 03:00:00;0,00;9,00;50,50;343,50;1,70;0,00
11/08/2025 02:00:00;0,00;8,90;49,80;342,90;2,00;0,00
11/08/2025 01:00:00;0,00;7,90;50,50;337,90;2,50;0,00
11/08/2025 00:00:00;0,00;8,80;46,40;339,60;2,50;0,00
10/08/2025 23:00:00;0,00;9,50;44,60;351,20;2,50;0,00
10/08/2025 22:00:00;0,00;7,80;55,10;2,70;1,40;0,00
10/08/2025 21:00:00;0,00;10,10;50,40;73,10;0,60;0,00
10/08/2025 20:00:00;0,00;14,30;38,40;99,20;0,70;0,00
10/08/2025 19:00:00;0,00;17,10;31,50;110,20;1,60;0,30
10/08/2025 18:00:00;0,00;19,90;25,60;128,60;1,80;58,70
10/08/2025 17:00:00;0,00;21,70;22,70;136,80;1,70;233,30
10/08/2025 16:00:00;0,00;22,50;20,70;90,80;0,50;319,10
10/08/2025 09:00:00;0,00;10,80;40,20;342,50;0,70;144,50
10/08/2025 08:00:00;0,00;6,90;48,90;6,40;0,20;31,40
10/08/2025 07:00:00;0,00;2,00;66,10;337,40;1,10;0,30
10/08/2025 06:00:00;0,00;1,60;68,70;332,30;0,30;0,00
10/08/2025 05:00:00;0,00;2,80;62,80;326,80;0,70;0,00
10/08/2025 04:00:00;0,00;4,10;60,50;5,40;1,80;0,00
10/08/2025 03:00:00;0,00;2,80;67,20;352,80;1,10;0,00
10/08/2025 02:00:00;0,00;2,90;68,70;329,80;0,60;0,00
10/08/2025 01:00:00;0,00;3,90;67,50;350,80;0,40;0,00
10/08/2025 00:00:00;0,00;5,10;64,10;336,40;1,60;0,00
09/08/2025 23:00:00;0,00;7,20;57,90;340,30;0,40;0,00
09/08/2025 22:00:00;0,00;8,00;53,60;17,20;0,00;0,00
09/08/2025 21:00:00;0,00;10,70;44,60;3,20;0,30;0,00
09/08/2025 20:00:00;0,00;12,40;38,80;359,80;1,10;0,00
09/08/2025 19:00:00;0,00;14,20;35,00;11,30;0,90;0,10
09/08/2025 18:00:00;0,00;18,20;27,10;10,30;1,90;57,10
09/08/2025 17:00:00;0,00;21,30;22,90;38,00;3,20;256,80
09/08/2025 16:00:00;0,00;22,10;20,20;60,70;4,30;488,50
09/08/2025 15:00:00;0,00;22,10;19,50;58,90;4,30;633,00
09/08/2025 10:00:00;0,00;16,00;37,30;25,90;4,10;423,30
09/08/2025 09:00:00;0,00;12,40;46,00;22,20;2,20;184,40
09/08/2025 08:00:00;0,00;6,00;66,60;21,50;0,70;29,30
09/08/2025 07:00:00;0,00;2,20;72,60;343,90;0,40;0,30
09/08/2025 06:00:00;0,00;4,60;62,90;353,10;1,40;0,00
09/08/2025 05:00:00;0,00;4,00;59,90;353,70;1,60;0,00
09/08/2025 04:00:00;0,00;3,80;56,80;351,10;1,50;0,00
09/08/2025 03:00:00;0,00;3,80;55,80;347,30;2,20;0,00
09/08/2025 02:00:00;0,00;0,50;55,40;358,20;0,50;0,00
09/08/2025 01:00:00;0,00;0,90;48,50;1,50;0,50;0,00
09/08/2025 00:00:00;0,00;2,50;42,40;346,20;1,00;0,00
08/08/2025 23:00:00;0,00;5,10;35,40;54,10;1,30;0,00
08/08/2025 22:00:00;0,00;6,50;30,90;67,10;2,70;0,00
08/08/2025 21:00:00;0,00;7,00;32,60;74,10;3,00;0,00
08/08/2025 20:00:00;0,00;9,70;28,20;87,20;2,70;0,00
08/08/2025 19:00:00;0,00;12,20;23,20;104,60;3,20;0,20
08/08/2025 18:00:00;0,00;14,90;18,40;120,30;3,10;49,80
08/08/2025 17:00:00;0,00;17,30;14,60;132,10;2,50;263,00
08/08/2025 16:00:00;0,00;17,90;13,80;134,60;1,90;466,20
08/08/2025 15:00:00;0,00;17,60;15,40;133,70;1,30;620,40
08/08/2025 12:00:00;0,00;13,80;23,30;108,30;2,00;701,00
08/08/2025 11:00:00;0,00;11,90;28,30;98,70;1,20;590,30
08/08/2025 10:00:00;0,00;6,10;41,50;338,70;0,90;424,80
08/08/2025 09:00:00;0,00;-0,70;60,20;334,30;1,70;181,70
08/08/2025 08:00:00;0,00;-5,70;78,90;336,90;2,30;28,00
08/08/2025 07:00:00;0,00;-6,10;82,50;338,70;2,20;0,30
08/08/2025 06:00:00;0,00;-5,80;83,30;334,50;2,00;0,00
08/08/2025 05:00:00;0,00;-5,00;83,40;338,00;2,10;0,00
08/08/2025 04:00:00;0,00;-5,00;84,20;336,10;2,60;0,00
08/08/2025 03:00:00;0,00;-4,40;83,40;335,60;2,30;0,00
08/08/2025 02:00:00;0,00;-4,30;83,40;333,70;2,20;0,00
08/08/2025 01:00:00;0,00;-3,70;80,60;338,00;1,70;0,00
08/08/2025 00:00:00;0,00;-2,90;76,60;327,50;1,50;0,00
07/08/2025 23:00:00;0,00;-1,30;71,20;330,00;0,20;0,00
07/08/2025 22:00:00;0,00;1,10;63,70;134,20;0,00;0,00
07/08/2025 21:00:00;0,00;6,60;46,20;106,70;0,50;0,00
07/08/2025 20:00:00;0,00;8,50;38,70;127,20;1,30;0,00
07/08/2025 19:00:00;0,00;10,20;36,70;148,90;1,30;0,20
07/08/2025 18:00:00;0,00;12,50;31,40;149,80;1,80;46,40
07/08/2025 17:00:00;0,00;14,30;29,80;164,50;2,90;256,50
07/08/2025 16:00:00;0,00;14,80;37,00;169,20;3,20;452,50
07/08/2025 15:00:00;0,00;14,50;43,30;174,80;3,20;597,90
07/08/2025 14:00:00;0,00;14,00;47,10;148,30;3,80;713,40
07/08/2025 13:00:00;0,00;13,50;53,50;173,40;3,20;627,50
07/08/2025 12:00:00;0,00;13,00;61,40;156,50;2,10;628,90
07/08/2025 11:00:00;0,00;11,40;69,30;157,90;1,40;556,70
07/08/2025 10:00:00;0,00;9,20;77,90;188,20;0,40;397,40
07/08/2025 09:00:00;0,00;6,40;89,50;279,50;0,00;177,50
07/08/2025 08:00:00;0,00;3,50;96,90;339,20;0,40;29,00
07/08/2025 07:00:00;0,00;3,40;96,50;300,00;0,10;0,20
07/08/2025 06:00:00;0,00;4,50;94,30;227,40;0,00;0,00
07/08/2025 05:00:00;0,00;4,80;95,00;329,10;0,20;0,00
07/08/2025 04:00:00;0,00;5,60;92,40;302,10;0,30;0,00
07/08/2025 03:00:00;0,00;7,40;88,40;234,40;1,70;0,00
07/08/2025 02:00:00;0,00;7,30;91,70;267,70;0,40;0,00
07/08/2025 01:00:00;0,00;8,10;90,40;317,90;0,20;0,00
07/08/2025 00:00:00;0,00;9,10;87,20;220,30;0,20;0,00
06/08/2025 23:00:00;0,00;9,70;82,50;212,70;0,50;0,00
06/08/2025 22:00:00;0,00;10,60;75,30;209,90;2,40;0,00
06/08/2025 21:00:00;0,10;11,80;67,60;187,70;0,80;0,00
06/08/2025 20:00:00;0,00;13,00;56,60;178,60;2,10;0,00
06/08/2025 19:00:00;0,00;13,90;51,10;171,70;3,00;0,20
06/08/2025 18:00:00;0,00;15,30;45,10;163,20;3,70;29,20
06/08/2025 17:00:00;0,00;16,70;39,80;174,10;5,00;150,20
06/08/2025 16:00:00;0,00;17,90;36,50;182,40;3,90;274,40
06/08/2025 15:00:00;0,00;18,50;34,80;195,40;3,70;547,90
06/08/2025 14:00:00;0,00;18,10;35,80;191,10;3,80;662,50
06/08/2025 13:00:00;0,00;17,50;36,80;198,50;3,70;687,90
06/08/2025 12:00:00;0,00;17,20;37,10;178,10;2,20;647,40
06/08/2025 11:00:00;0,00;16,80;37,40;118,40;0,60;547,40
06/08/2025 10:00:00;0,00;12,70;48,00;305,90;1,30;393,30
06/08/2025 09:00:00;0,00;5,70;70,00;325,50;1,90;158,60
06/08/2025 08:00:00;0,00;1,80;78,90;291,10;1,20;25,20
06/08/2025 07:00:00;0,00;1,90;75,90;252,70;0,80;0,30
06/08/2025 06:00:00;0,00;5,70;62,50;5,00;0,20;0,00
06/08/2025 05:00:00;0,00;5,70;65,00;32,10;1,70;0,00
06/08/2025 04:00:00;0,00;1,00;79,80;305,40;0,00;0,00
06/08/2025 03:00:00;0,00;1,30;78,20;305,40;0,00;0,00
06/08/2025 02:00:00;0,00;1,70;78,60;347,20;0,30;0,00
06/08/2025 01:00:00;0,00;2,60;75,30;56,20;0,00;0,00
06/08/2025 00:00:00;0,00;4,50;66,50;56,20;0,00;0,00
05/08/2025 23:00:00;0,00;7,30;57,20;10,20;0,60;0,00
05/08/2025 22:00:00;0,00;7,60;58,00;1,90;0,40;0,00
05/08/2025 21:00:00;0,00;9,20;53,80;333,00;1,30;0,00
05/08/2025 20:00:00;0,00;11,50;46,10;331,90;2,40;0,00
05/08/2025 19:00:00;0,00;13,30;41,40;19,70;1,20;0,20
05/08/2025 18:00:00;0,00;16,50;34,80;28,40;1,90;44,50
05/08/2025 17:00:00;0,00;18,40;31,00;19,60;2,90;173,60
05/08/2025 16:00:00;0,00;19,50;28,10;15,60;3,40;341,50
05/08/2025 15:00:00;0,00;19,80;27,20;12,50;4,20;540,40
05/08/2025 14:00:00;0,00;19,10;28,70;15,20;5,20;497,20
05/08/2025 13:00:00;0,00;18,80;29,70;9,60;5,10;593,70
05/08/2025 12:00:00;0,00;18,60;31,70;16,70;3,80;609,50
05/08/2025 11:00:00;0,00;16,30;36,80;14,70;3,80;442,30
05/08/2025 10:00:00;0,00;11,40;59,50;98,70;0,20;212,60
05/08/2025 09:00:00;0,00;8,10;73,70;50,80;0,00;92,50
05/08/2025 08:00:00;0,00;5,30;85,10;68,20;0,00;16,00
05/08/2025 07:00:00;0,00;3,80;88,20;50,30;0,10;0,00
05/08/2025 06:00:00;0,00;5,00;84,20;333,40;0,00;0,00
05/08/2025 05:00:00;0,00;6,40;76,70;92,30;0,10;0,00
05/08/2025 04:00:00;0,00;6,70;75,00;246,40;0,00;0,00
05/08/2025 03:00:00;0,00;6,80;75,90;266,10;0,10;0,00
05/08/2025 02:00:00;0,00;6,90;73,90;147,50;0,00;0,00
05/08/2025 01:00:00;0,00;6,40;74,10;328,90;0,10;0,00
05/08/2025 00:00:00;0,00;5,90;73,30;30,70;0,30;0,00
04/08/2025 23:00:00;0,00;5,70;69,60;62,70;0,30;0,00
04/08/2025 22:00:00;0,00;7,00;62,40;75,40;2,00;0,00
04/08/2025 21:00:00;0,00;8,50;54,90;92,20;3,80;0,00
04/08/2025 20:00:00;0,00;9,30;50,90;104,10;4,10;0,00
04/08/2025 19:00:00;0,00;10,30;48,10;116,50;5,00;0,20
04/08/2025 18:00:00;0,00;13,60;42,90;118,30;4,60;20,80
04/08/2025 17:00:00;0,00;15,40;40,40;114,10;5,20;119,80
04/08/2025 16:00:00;0,00;16,10;39,20;127,70;5,20;153,70
04/08/2025 15:00:00;0,00;16,10;38,60;122,40;5,10;254,40
04/08/2025 14:00:00;0,00;16,20;37,80;119,40;5,30;619,90
04/08/2025 13:00:00;0,00;14,70;37,90;102,00;5,10;561,60
04/08/2025 12:00:00;0,00;12,90;38,40;98,90;5,40;433,60
04/08/2025 11:00:00;0,00;12,10;34,50;107,20;5,80;516,20
04/08/2025 10:00:00;0,00;11,20;35,30;102,60;5,60;455,60
04/08/2025 09:00:00;0,00;8,90;36,60;106,80;4,30;194,20
04/08/2025 08:00:00;0,00;6,90;46,30;110,90;3,10;24,90
04/08/2025 07:00:00;0,00;6,40;54,10;112,50;3,00;0,10
04/08/2025 06:00:00;0,00;5,30;62,40;140,30;1,70;0,00
04/08/2025 05:00:00;0,00;6,30;56,80;120,00;2,70;0,00
04/08/2025 04:00:00;0,00;6,00;57,70;112,90;2,70;0,00
04/08/2025 03:00:00;0,00;5,20;59,00;114,00;2,70;0,00
04/08/2025 02:00:00;0,00;5,60;54,60;118,70;3,40;0,00
04/08/2025 01:00:00;0,00;6,40;50,10;121,50;3,60;0,00
04/08/2025 00:00:00;0,00;7,10;47,10;124,90;3,70;0,00
03/08/2025 23:00:00;0,00;7,90;47,40;127,40;4,00;0,00
03/08/2025 22:00:00;0,00;8,90;47,60;126,30;4,10;0,00
03/08/2025 21:00:00;0,00;9,90;47,20;139,80;3,60;0,00
03/08/2025 20:00:00;0,00;10,60;44,80;135,10;4,00;0,00
03/08/2025 19:00:00;0,00;11,10;43,10;144,10;4,30;0,20
03/08/2025 18:00:00;0,00;11,40;43,50;146,30;3,90;14,80
03/08/2025 17:00:00;0,00;12,20;41,30;134,50;4,90;65,70
03/08/2025 16:00:00;0,00;13,50;39,40;140,10;5,40;269,40
03/08/2025 15:00:00;0,00;14,30;38,80;135,70;5,80;529,10
03/08/2025 14:00:00;0,00;13,80;38,20;138,20;5,20;604,10
03/08/2025 13:00:00;0,00;12,60;38,90;131,60;5,00;436,70
03/08/2025 12:00:00;0,00;12,00;35,20;134,50;4,90;584,00
03/08/2025 11:00:00;0,00;9,70;35,80;124,50;5,10;241,70
03/08/2025 10:00:00;0,00;8,10;42,80;125,90;4,50;188,90
03/08/2025 09:00:00;0,00;6,50;58,60;136,20;4,00;98,30
03/08/2025 08:00:00;0,00;4,70;89,10;167,10;2,70;19,40
03/08/2025 07:00:00;0,00;0,80;98,80;278,30;0,50;0,20
03/08/2025 06:00:00;0,00;0,60;99,50;334,40;1,10;0,00
03/08/2025 05:00:00;0,00;1,20;99,20;286,10;0,20;0,00
03/08/2025 04:00:00;0,00;1,70;98,50;297,20;0,20;0,00
03/08/2025 03:00:00;0,00;3,10;96,30;335,00;0,70;0,00
03/08/2025 02:00:00;0,00;6,80;91,10;130,70;0,90;0,00
03/08/2025 01:00:00;0,00;7,60;89,50;130,40;0,40;0,00
03/08/2025 00:00:00;0,00;8,50;86,20;98,00;0,50;0,00
02/08/2025 23:00:00;0,00;10,10;79,00;88,20;0,80;0,00
02/08/2025 22:00:00;0,00;11,30;72,70;100,60;2,10;0,00
02/08/2025 21:00:00;0,00;11,90;69,40;101,10;2,30;0,00
02/08/2025 20:00:00;0,00;12,50;67,70;125,40;2,40;0,00
02/08/2025 19:00:00;0,00;12,80;66,70;143,50;1,70;0,10
02/08/2025 18:00:00;0,00;14,40;59,70;140,60;2,60;17,60
02/08/2025 17:00:00;0,00;15,60;54,90;153,20;2,40;81,30
02/08/2025 16:00:00;0,00;16,70;50,80;156,00;2,80;195,00
02/08/2025 15:00:00;0,00;17,70;47,10;168,00;2,40;280,60
02/08/2025 14:00:00;0,00;17,90;47,20;157,00;1,60;432,90
02/08/2025 13:00:00;0,00;17,60;49,60;173,50;2,00;559,40
02/08/2025 12:00:00;0,00;17,00;52,70;181,90;1,60;638,40
02/08/2025 11:00:00;0,00;14,80;61,20;271,70;0,90;535,60
02/08/2025 10:00:00;0,00;11,10;73,20;328,50;1,50;379,00
02/08/2025 09:00:00;0,00;6,00;88,50;341,40;2,50;155,10
02/08/2025 08:00:00;0,00;2,60;96,80;334,80;1,30;26,30
02/08/2025 07:00:00;0,00;2,80;96,50;344,30;1,00;0,10
02/08/2025 06:00:00;0,00;4,00;95,70;338,90;1,50;0,00
02/08/2025 05:00:00;0,00;5,00;94,70;349,50;2,10;0,00
02/08/2025 04:00:00;0,00;4,40;97,00;346,60;2,10;0,00
02/08/2025 03:00:00;0,00;4,00;98,00;338,50;2,00;0,00
02/08/2025 02:00:00;0,00;4,90;97,20;326,60;0,90;0,00
02/08/2025 01:00:00;0,00;5,90;96,70;347,50;0,90;0,00
02/08/2025 00:00:00;0,00;5,90;96,50;355,10;1,30;0,00
01/08/2025 23:00:00;0,00;6,50;94,90;333,60;1,10;0,00
01/08/2025 22:00:00;0,00;7,30;91,50;318,40;1,00;0,00
01/08/2025 21:00:00;0,00;9,30;84,00;273,80;1,70;0,00
01/08/2025 20:00:00;0,00;9,30;82,30;293,00;1,60;0,00
01/08/2025 19:00:00;0,00;9,40;84,30;331,00;0,90;0,10
01/08/2025 18:00:00;0,00;12,00;72,80;327,30;0,20;17,80
01/08/2025 17:00:00;0,00;13,90;64,10;211,90;2,30;101,30
01/08/2025 16:00:00;0,00;14,30;65,00;215,50;5,10;359,60
01/08/2025 15:00:00;0,00;13,20;72,10;227,30;7,10;278,00
01/08/2025 14:00:00;0,00;11,50;85,10;245,50;7,20;116,20
01/08/2025 13:00:00;0,00;12,50;87,20;257,30;4,70;49,30
01/08/2025 12:00:00;0,00;12,50;89,80;285,10;2,50;81,70
01/08/2025 11:00:00;0,00;12,20;92,90;243,10;2,70;117,10
01/08/2025 10:00:00;0,00;10,50;99,40;263,90;3,20;134,80
01/08/2025 09:00:00;0,00;9,30;100,00;263,70;3,40;60,50
01/08/2025 08:00:00;0,00;9,00;100,00;289,80;1,40;13,50
01/08/2025 07:00:00;0,00;9,10;100,00;253,10;1,60;0,00
01/08/2025 06:00:00;0,00;9,90;99,00;265,80;0,40;0,00
01/08/2025 05:00:00;0,00;9,90;99,10;291,20;1,20;0,00
01/08/2025 04:00:00;0,00;10,00;98,90;256,70;1,30;0,00
01/08/2025 03:00:00;0,00;10,40;97,90;342,50;1,30;0,00
01/08/2025 02:00:00;0,00;10,50;98,00;300,70;1,10;0,00
01/08/2025 01:00:00;0,00;10,40;98,80;324,80;0,90;0,00
01/08/2025 00:00:00;0,00;10,60;97,80;256,40;0,70;0,00
31/07/2025 23:00:00;0,00;11,00;97,10;221,70;2,40;0,00
31/07/2025 22:00:00;0,00;11,40;95,50;219,20;3,40;0,00
31/07/2025 21:00:00;0,00;12,90;89,80;197,70;2,40;0,00
31/07/2025 20:00:00;0,00;14,20;81,80;174,30;2,30;0,00
31/07/2025 19:00:00;0,00;15,40;73,70;147,30;1,30;0,20
31/07/2025 18:00:00;0,00;17,20;67,10;162,70;1,70;19,80
31/07/2025 17:00:00;0,00;19,80;57,50;150,40;2,30;183,80
31/07/2025 16:00:00;0,00;20,20;53,20;164,90;2,20;276,80
31/07/2025 15:00:00;0,00;20,90;51,50;291,40;0,40;320,40
31/07/2025 14:00:00;0,00;20,10;52,90;309,80;1,50;390,40
31/07/2025 13:00:00;0,00;18,60;56,30;326,90;2,60;436,90
31/07/2025 12:00:00;0,00;16,10;66,90;30,40;1,40;306,10
31/07/2025 11:00:00;0,00;16,20;68,10;31,20;1,70;207,80
31/07/2025 10:00:00;0,00;12,20;83,40;127,80;0,20;178,80
31/07/2025 09:00:00;0,00;8,80;93,70;134,70;0,70;90,50
31/07/2025 08:00:00;0,00;9,40;90,00;169,90;0,70;16,80
31/07/2025 07:00:00;0,00;10,70;82,90;164,80;0,80;0,00
31/07/2025 06:00:00;0,00;12,30;76,90;122,90;0,50;0,00
31/07/2025 05:00:00;0,00;12,20;78,60;58,60;2,60;0,00
31/07/2025 04:00:00;0,00;14,10;72,80;16,70;3,60;0,00
31/07/2025 03:00:00;0,00;11,40;80,30;140,40;0,30;0,00
31/07/2025 02:00:00;0,00;8,80;87,80;255,60;0,50;0,00
31/07/2025 01:00:00;0,00;8,50;88,80;292,10;0,30;0,00
31/07/2025 00:00:00;0,00;9,60;85,80;32,00;0,20;0,00
30/07/2025 23:00:00;0,00;11,70;77,30;52,10;0,50;0,00
30/07/2025 22:00:00;0,00;14,00;68,90;57,00;0,70;0,00
30/07/2025 21:00:00;0,00;14,20;67,10;20,10;0,40;0,00
30/07/2025 20:00:00;0,00;16,70;58,50;8,80;1,60;0,00
30/07/2025 19:00:00;0,00;17,80;55,00;342,80;2,90;0,20
30/07/2025 18:00:00;0,00;19,50;49,60;20,30;4,40;17,20
30/07/2025 17:00:00;0,00;20,80;46,30;21,70;5,30;122,80
30/07/2025 16:00:00;0,00;22,30;42,70;8,80;5,00;304,60
30/07/2025 15:00:00;0,00;23,30;40,70;0,90;4,50;450,10
30/07/2025 14:00:00;0,00;22,30;42,00;9,40;4,80;509,70
30/07/2025 13:00:00;0,00;20,60;45,80;8,40;5,30;610,50
30/07/2025 12:00:00;0,00;19,70;48,70;5,10;6,30;498,70
30/07/2025 11:00:00;0,00;18,20;53,00;14,80;4,10;347,20
30/07/2025 10:00:00;0,00;15,50;61,60;7,30;4,40;226,60
30/07/2025 09:00:00;0,00;12,50;70,80;4,50;2,50;148,40
30/07/2025 08:00:00;0,00;9,10;79,80;187,30;0,30;21,80
30/07/2025 07:00:00;0,00;10,70;74,00;75,50;1,50;0,10
30/07/2025 06:00:00;0,00;12,20;70,70;329,90;2,50;0,00
30/07/2025 05:00:00;0,00;11,40;73,00;6,90;3,20;0,00
30/07/2025 04:00:00;0,00;11,20;72,60;353,80;4,60;0,00
30/07/2025 03:00:00;0,00;10,50;72,20;345,40;2,80;0,00
30/07/2025 02:00:00;0,00;10,10;70,10;35,30;1,00;0,00
30/07/2025 01:00:00;0,00;11,00;66,50;349,80;4,80;0,00
30/07/2025 00:00:00;0,00;12,00;56,30;355,80;4,60;0,00
29/07/2025 23:00:00;0,00;12,50;54,00;344,60;4,30;0,00
29/07/2025 22:00:00;0,00;12,70;54,10;351,90;3,80;0,00
29/07/2025 21:00:00;0,00;13,30;53,00;343,20;4,70;0,00
29/07/2025 20:00:00;0,00;13,30;55,80;3,50;3,20;0,00
29/07/2025 19:00:00;0,00;13,90;51,10;13,60;1,80;0,20
29/07/2025 18:00:00;0,00;16,40;42,60;18,10;2,80;21,80
29/07/2025 17:00:00;0,00;18,90;36,30;21,10;5,00;192,00
29/07/2025 16:00:00;0,00;20,00;35,30;4,40;4,90;407,90
29/07/2025 15:00:00;0,00;20,50;35,00;30,90;5,60;527,00
29/07/2025 14:00:00;0,00;19,10;41,20;49,40;2,60;643,80
29/07/2025 13:00:00;0,00;16,00;52,00;132,60;2,10;628,30
29/07/2025 12:00:00;0,00;14,20;58,50;102,90;1,90;636,80
29/07/2025 11:00:00;0,00;13,00;63,00;67,90;1,70;518,90
29/07/2025 10:00:00;0,00;11,60;68,70;16,60;1,50;384,40
29/07/2025 09:00:00;0,00;6,20;90,10;212,90;1,10;145,30
29/07/2025 08:00:00;0,00;1,20;98,80;239,50;0,40;17,90
29/07/2025 07:00:00;0,00;1,90;97,00;40,90;0,30;0,00
29/07/2025 06:00:00;0,00;3,00;95,30;54,70;1,00;0,00
29/07/2025 05:00:00;0,00;3,90;92,20;186,20;0,50;0,00
29/07/2025 04:00:00;0,00;4,00;91,80;120,20;0,50;0,00
29/07/2025 03:00:00;0,00;4,30;91,20;84,90;0,40;0,00
29/07/2025 02:00:00;0,00;5,40;85,50;51,10;1,10;0,00
29/07/2025 01:00:00;0,00;5,40;85,30;347,30;1,50;0,00
29/07/2025 00:00:00;0,00;5,30;90,40;346,40;1,40;0,00
28/07/2025 23:00:00;0,00;4,70;96,30;340,40;1,90;0,00
28/07/2025 22:00:00;0,00;5,20;96,00;342,90;0,80;0,00
28/07/2025 21:00:00;0,00;6,50;92,10;50,50;0,60;0,00
28/07/2025 20:00:00;0,00;8,60;81,40;69,50;2,00;0,00
28/07/2025 19:00:00;0,00;10,40;75,70;99,20;2,30;0,20
28/07/2025 18:00:00;0,00;12,00;72,30;129,40;2,90;18,20
28/07/2025 17:00:00;0,00;13,20;67,50;157,80;2,30;164,50
28/07/2025 16:00:00;0,00;12,90;67,60;155,90;1,70;374,40
28/07/2025 15:00:00;0,00;11,60;68,30;150,40;0,90;539,20
28/07/2025 14:00:00;0,00;10,10;70,10;173,10;0,90;626,40
28/07/2025 13:00:00;0,00;8,30;78,70;221,10;1,40;631,90
28/07/2025 12:00:00;0,00;7,20;82,10;273,10;1,00;651,70
28/07/2025 11:00:00;0,00;5,10;91,80;304,00;1,80;259,40
28/07/2025 10:00:00;0,00;3,80;96,80;308,90;1,10;130,30
28/07/2025 09:00:00;0,00;3,40;97,00;100,90;0,00;58,50
28/07/2025 08:00:00;0,00;3,20;96,30;32,50;0,20;14,90
28/07/2025 07:00:00;0,00;3,50;95,60;77,40;0,90;0,00
28/07/2025 06:00:00;0,00;3,20;96,40;93,70;0,60;0,00
28/07/2025 05:00:00;0,00;3,90;93,70;88,50;1,20;0,00
28/07/2025 04:00:00;0,00;4,60;91,70;84,40;1,70;0,00
28/07/2025 03:00:00;0,00;4,60;92,60;89,90;0,80;0,00
28/07/2025 02:00:00;0,00;4,80;91,80;85,00;0,30;0,00
28/07/2025 01:00:00;0,00;4,80;89,10;94,00;1,10;0,00
28/07/2025 00:00:00;0,00;4,90;87,70;117,40;2,10;0,00
27/07/2025 23:00:00;0,00;4,90;88,90;96,20;0,70;0,00
27/07/2025 22:00:00;0,00;4,80;91,90;126,70;1,10;0,00
27/07/2025 21:00:00;0,00;4,60;94,90;128,60;2,00;0,00
27/07/2025 20:00:00;0,00;4,80;94,00;138,80;1,10;0,00
27/07/2025 19:00:00;0,00;4,90;93,50;146,90;1,90;0,20
